VideoID,Valence,Veracity,Sex,Race,VidLength_ms,VidLength_sec,WordCount,Accuracy,TruthProp,Attractive,Trustworthy,Anxious,Transcription
BF027_2NL,0,0,0,0,34944,34.94,77,0.59,0.41,3.77,3.73,3.05,"He’s mean spirited, he doesn’t want to help anyone he’s all about himself, he’s unathletic, He does not like to do active anything active.  He doesn’t speak highly of people he wouldn’t help someone if they needed help he would walk past them he is not a good person, he doesn’t work he’s a bum her didn’t go to school he doesn’t want to continue his education he does not work um he’s not a good person. "
BF027_3NT,0,1,0,0,36821,36.82,78,0.48,0.48,3.14,3.9,2.62,"She has no brain, she is going to have to marry rich because she has no logic, common sense.  She is mischievous, she wants to take everyone down around her, she’s not a good person she talks poorly behind everyone’s back, she gossips and she is disrespectful she has no respect for anyone she goes out of her way to make people unhappy.  She tries to be nice to people’s faces but she’s really not a nice person.  "
BF027_4PL,1,0,0,0,35114,35.11,66,0.33,0.67,3.38,3.95,2.67,"She’s extremely nice and a happy person, she will go out of her way to help you.  She only says and wants the best for people she does not gossip she does not try and drag people down she only wants to help people and help them be the best person they can be.  Um she is so respectful, she cooks she cleans, she helps people "
BF028_1PT,1,1,0,0,39167,39.17,91,0.59,0.59,4.82,4.45,2.91,"I have a really great friend and she’s a really great listener and she’s always there for me whenever I need anything and um one of the great qualities about her is that she’s not judgmental so I can tell her anything, any situation that I’ve been in and she’ll give me solid, sound advice without any judgement or you know making me feel bad about who I am.  And she’s always really funny and a really caring person and I’m really am happy that I have her in my life.  "
BF028_2NL,0,0,0,0,36650,36.65,74,0.68,0.32,4.84,4.16,3.16,This person is a really rude and talks bad about people to their face and says really nasty things and and she isn’t considerate and she always does she always uses things without asking and never does anything for other people and always only thinks about herself and doesn’t think about other people before she does things or says things and she takes things from people without asking and overall is a rude person.  
BF028_3NT,0,1,0,0,36863,36.86,94,0.82,0.82,5.14,4.64,2.59,"I know someone who is rude and he is a thief and he schemes and he lies and I hate a liar and he takes advantage of people and doesn’t really have any remorse for people’s feelings, he’s not empathetic or sympathetic to how he to the things that he does and how people feel and how it affects people, he could care less if he hurt your feelings or if he did something to you and you could be scared from it and he doesn’t care, he goes to sleep happy at night.  "
BF028_4PL,1,0,0,0,38613,38.61,64,0.67,0.33,4.43,3.71,3.05,Um so I know a guy who is very caring and funny and likes to do fun things with me and we enjoy each other’s company and we like to spend time together and he always buys me nice things and takes me to nice places and he keeps he always keeps in touch [Mumbling] he’s very consistent and we really like each other.   
BF033_1PT,1,1,0,0,35892,35.89,159,0.75,0.75,4.9,4.4,3.55,"Someone I’m really good friends with is, um, my teammate who I met when I first got here in August. And, uh, we’re on the same sports team and when I first was looking at her, like, online profiles and stuff I didn’t think I was gonna like her at all, but then I got here and she helped me move in with my room and, um, she was really helpful. She showed me around because she has siblings that go here. And, so, um, we didn’t hang out that much but then one night we were both in the dorms alone and then she asked me to go to dinner, um, uptown. So we went to dinner and then I found out she’s really hilarious and, um, whenever we have practice and stuff we’re always laughing and giggling with each other. And she’s actually, like, a lot like me and we come from the same background pretty much."
BF033_2NL,0,0,0,0,37674,37.67,145,0.36,0.64,4.86,4.23,3.09,"Gets on my last nerves is one of my teammates. She’s one of the rudest people I’ve ever met. And, uh, I don’t know she’s very ditsy and, uh, frustrates me a lot. She’s a music major and all she does, uh, when we get home is play her cello all the time, no matter what time it is. She lives right next to me, so I’ll here it at like 2 or 3 in the morning. If I say anything to her, she’s just, she’s very self centered so she doesn’t care about, like, anybody but herself really. And, uh, if she sees us like struggling at a workout or something and we need water and she has a full water bottle, she’ll just sit there and keep to herself. So I just don’t really appreciate how like bratty and self centered she is."
BF033_3NT,0,1,0,0,34698,34.7,133,0.35,0.35,4.35,4.05,3.7,"Someone I don’t like is, um, one of my fellow athletes. He doesn’t do my, he doesn’t do my sport, but he does another sport, so we’re always around each other. But we met, um, through mutual friend and he makes a lot of derogatory comments against, like, females and gays and, like, other, people of other races that aren’t like him and that just gets on my last nerves because, um, he’s like always saying that without regard as to how that will make someone else feel. And, uh, I don’t really agree with some of his moral decisions. And he always asking me to do things that go against things that he knows that I believe in. And he’s constantly asking me for money and, um, he’s just not favorite person."
